Product ID,Section,Specification,Details
15963,FEATURES,Features,
15963,FEATURES,Loudspeaker,
15963,FEATURES,3.5mm jack,No
15963,FEATURES,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
15963,FEATURES,Bluetooth,"5.3, A2DP, LE"
15963,FEATURES,GPS,
15963,FEATURES,NFC,
15963,FEATURES,Radio,No
15963,FEATURES,USB,
15963,FEATURES,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband 2 (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
15963,FEATURES,Others,
15963,FEATURES,Type,"Li-Ion 3349 mAh, non-removable"
15963,FEATURES,Charging,"Wired, PD2.0, 50% in 30 min (advertised) 15W wireless (MagSafe) 15W wireless (Qi2) - requires iOS 17.2 update 4.5W reverse wired"
15963,BATTERY,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
15963,BATTERY,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
15963,BATTERY,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
15963,BATTERY,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66 - A3090  	1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2846  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A3089  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A3092 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 53, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3090  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2846  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - A3089  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3092"
15963,BATTERY,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
15963,BATTERY,Dimensions,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in)
15963,BATTERY,Weight,1716.03
15963,BATTERY,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame"
15963,BATTERY,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
15963,BATTERY,Type,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)"
15963,BATTERY,Size,"6.1 inches, 91.3 cm2 (~86.4% screen-to-body ratio)"
15963,BATTERY,Resolution,"1179 x 2556 pixels, 19.5:9 ratio (~461 ppi density)"
15963,BATTERY,Protection,Ceramic Shield glass
15963,BATTERY,Os,"iOS 17, upgradable to iOS 17.2"
15963,BATTERY,Chipset,
15963,BATTERY,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
15963,BATTERY,GPU,Apple GPU (5-core graphics)
15963,BATTERY,Card Slot,
15963,BATTERY,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM  	NVMe"
15963,BATTERY,Features,"Dual	48 MP, f/1.6, 26mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 13mm, 120˚ (ultrawide) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
15963,BATTERY,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec."
15963,BATTERY,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@30fps)"
15963,BATTERY,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
15963,BATTERY,Features,
15963,BATTERY,Loudspeaker,
15963,BATTERY,3.5mm jack,No
15963,BATTERY,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
15963,BATTERY,Bluetooth,"5.3, A2DP, LE"
15963,BATTERY,GPS,
15963,BATTERY,NFC,
15963,BATTERY,Radio,No
15963,BATTERY,USB,
15963,BATTERY,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband 2 (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
15963,BATTERY,Others,
15963,BATTERY,Type,"Li-Ion 3349 mAh, non-removable"
15963,BATTERY,Charging,"Wired, PD2.0, 50% in 30 min (advertised) 15W wireless (MagSafe) 15W wireless (Qi2) - requires iOS 17.2 update 4.5W reverse wired"
15964,Network,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
15964,Network,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
15964,Network,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
15964,Network,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66 - A3090  	1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2846  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A3089  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A3092 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 53, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3090  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2846  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - A3089  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3092"
15964,Network,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
15964,Network,Dimensions,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in)
15964,Network,Weight,1716.03
15964,Network,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame"
15964,Network,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
15964,Network,Type,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)"
15964,Network,Size,"6.1 inches, 91.3 cm2 (~86.4% screen-to-body ratio)"
15964,Network,Resolution,"1179 x 2556 pixels, 19.5:9 ratio (~461 ppi density)"
15964,Network,Protection,Ceramic Shield glass
15964,Network,Os,"iOS 17, upgradable to iOS 17.2"
15964,Network,Chipset,
15964,Network,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
15964,Network,GPU,Apple GPU (5-core graphics)
15964,Network,Card Slot,
15964,Network,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM  	NVMe"
15964,Network,Features,"Dual	48 MP, f/1.6, 26mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 13mm, 120˚ (ultrawide) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
15964,Network,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec."
15964,Network,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@30fps)"
15964,Network,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
15964,Network,Features,
15964,Network,Loudspeaker,
15964,Network,3.5mm jack,No
15964,Network,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
15964,Network,Bluetooth,"5.3, A2DP, LE"
15964,Network,GPS,
15964,Network,NFC,
15964,Network,Radio,No
15964,Network,USB,
15964,Network,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband 2 (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
15964,Network,Others,
15964,Network,Type,"Li-Ion 3349 mAh, non-removable"
15964,Network,Charging,"Wired, PD2.0, 50% in 30 min (advertised) 15W wireless (MagSafe) 15W wireless (Qi2) - requires iOS 17.2 update 4.5W reverse wired"
15964,Body,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
15964,Body,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
15964,Body,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
15964,Body,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66 - A3090  	1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2846  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A3089  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A3092 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 53, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3090  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2846  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - A3089  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3092"
15964,Body,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
15964,Body,Dimensions,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in)
15964,Body,Weight,1716.03
15964,Body,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame"
15964,Body,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
15964,Body,Type,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)"
15964,Body,Size,"6.1 inches, 91.3 cm2 (~86.4% screen-to-body ratio)"
15964,Body,Resolution,"1179 x 2556 pixels, 19.5:9 ratio (~461 ppi density)"
15964,Body,Protection,Ceramic Shield glass
15964,Body,Os,"iOS 17, upgradable to iOS 17.2"
15964,Body,Chipset,
15964,Body,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
15964,Body,GPU,Apple GPU (5-core graphics)
15964,Body,Card Slot,
15964,Body,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM  	NVMe"
15964,Body,Features,"Dual	48 MP, f/1.6, 26mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 13mm, 120˚ (ultrawide) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
15964,Body,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec."
15964,Body,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@30fps)"
15964,Body,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
15964,Body,Features,
15964,Body,Loudspeaker,
15964,Body,3.5mm jack,No
15964,Body,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
15964,Body,Bluetooth,"5.3, A2DP, LE"
15964,Body,GPS,
15964,Body,NFC,
15964,Body,Radio,No
15964,Body,USB,
15964,Body,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband 2 (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
15964,Body,Others,
15964,Body,Type,"Li-Ion 3349 mAh, non-removable"
15964,Body,Charging,"Wired, PD2.0, 50% in 30 min (advertised) 15W wireless (MagSafe) 15W wireless (Qi2) - requires iOS 17.2 update 4.5W reverse wired"
15964,Display,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
15964,Display,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
15964,Display,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
15964,Display,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66 - A3090  	1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2846  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A3089  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A3092 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 53, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3090  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2846  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - A3089  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3092"
15964,Display,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
15964,Display,Dimensions,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in)
15964,Display,Weight,1716.03
15964,Display,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame"
15964,Display,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
15964,Display,Type,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)"
15964,Display,Size,"6.1 inches, 91.3 cm2 (~86.4% screen-to-body ratio)"
15964,Display,Resolution,"1179 x 2556 pixels, 19.5:9 ratio (~461 ppi density)"
15964,Display,Protection,Ceramic Shield glass
15964,Display,Os,"iOS 17, upgradable to iOS 17.2"
15964,Display,Chipset,
15964,Display,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
15964,Display,GPU,Apple GPU (5-core graphics)
15964,Display,Card Slot,
15964,Display,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM  	NVMe"
15964,Display,Features,"Dual	48 MP, f/1.6, 26mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 13mm, 120˚ (ultrawide) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
15964,Display,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec."
15964,Display,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@30fps)"
15964,Display,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
15964,Display,Features,
15964,Display,Loudspeaker,
15964,Display,3.5mm jack,No
15964,Display,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
15964,Display,Bluetooth,"5.3, A2DP, LE"
15964,Display,GPS,
15964,Display,NFC,
15964,Display,Radio,No
15964,Display,USB,
15964,Display,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband 2 (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
15964,Display,Others,
15964,Display,Type,"Li-Ion 3349 mAh, non-removable"
15964,Display,Charging,"Wired, PD2.0, 50% in 30 min (advertised) 15W wireless (MagSafe) 15W wireless (Qi2) - requires iOS 17.2 update 4.5W reverse wired"
15964,Platform,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
15964,Platform,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
15964,Platform,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
15964,Platform,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66 - A3090  	1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2846  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A3089  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A3092 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 53, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3090  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2846  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - A3089  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3092"
15964,Platform,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
15964,Platform,Dimensions,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in)
15964,Platform,Weight,1716.03
15964,Platform,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame"
15964,Platform,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
15964,Platform,Type,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)"
15964,Platform,Size,"6.1 inches, 91.3 cm2 (~86.4% screen-to-body ratio)"
15964,Platform,Resolution,"1179 x 2556 pixels, 19.5:9 ratio (~461 ppi density)"
15964,Platform,Protection,Ceramic Shield glass
15964,Platform,Os,"iOS 17, upgradable to iOS 17.2"
15964,Platform,Chipset,
15964,Platform,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
15964,Platform,GPU,Apple GPU (5-core graphics)
15964,Platform,Card Slot,
15964,Platform,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM  	NVMe"
15964,Platform,Features,"Dual	48 MP, f/1.6, 26mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 13mm, 120˚ (ultrawide) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
15964,Platform,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec."
15964,Platform,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@30fps)"
15964,Platform,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
15964,Platform,Features,
15964,Platform,Loudspeaker,
15964,Platform,3.5mm jack,No
15964,Platform,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
15964,Platform,Bluetooth,"5.3, A2DP, LE"
15964,Platform,GPS,
15964,Platform,NFC,
15964,Platform,Radio,No
15964,Platform,USB,
15964,Platform,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband 2 (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
15964,Platform,Others,
15964,Platform,Type,"Li-Ion 3349 mAh, non-removable"
15964,Platform,Charging,"Wired, PD2.0, 50% in 30 min (advertised) 15W wireless (MagSafe) 15W wireless (Qi2) - requires iOS 17.2 update 4.5W reverse wired"
15964,Memory,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
15964,Memory,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
15964,Memory,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
15964,Memory,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66 - A3090  	1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2846  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A3089  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A3092 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 53, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3090  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2846  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - A3089  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A3092"
15964,Memory,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
15964,Memory,Dimensions,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in)
15964,Memory,Weight,1716.03
15964,Memory,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), aluminum frame"
15964,Memory,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
15964,Memory,Type,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)"
15964,Memory,Size,"6.1 inches, 91.3 cm2 (~86.4% screen-to-body ratio)"
15964,Memory,Resolution,"1179 x 2556 pixels, 19.5:9 ratio (~461 ppi density)"
15964,Memory,Protection,Ceramic Shield glass
15964,Memory,Os,"iOS 17, upgradable to iOS 17.2"
15964,Memory,Chipset,
15964,Memory,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
15964,Memory,GPU,Apple GPU (5-core graphics)
15964,Memory,Card Slot,
15964,Memory,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM  	NVMe"
15964,Memory,Features,"Dual	48 MP, f/1.6, 26mm (wide), 1/1.56"", 1.0µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.4, 13mm, 120˚ (ultrawide) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
15964,Memory,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec."
15964,Memory,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@30fps)"
15964,Memory,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
15964,Memory,Features,
15964,Memory,Loudspeaker,
15964,Memory,3.5mm jack,No
15964,Memory,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
15964,Memory,Bluetooth,"5.3, A2DP, LE"
15964,Memory,GPS,
15964,Memory,NFC,
15964,Memory,Radio,No
15964,Memory,USB,
