Product ID,Section,Specification,Details
16034,BATTERY,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
16034,BATTERY,Dimensions,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in)
16034,BATTERY,Weight,1876.60
16034,BATTERY,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), titanium frame (grade 5)"
16034,BATTERY,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
16034,BATTERY,Type,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)"
16034,BATTERY,Size,"6.1 inches, 91.3 cm2 (~88.2% screen-to-body ratio)"
16034,BATTERY,Resolution,"1179 x 2556 pixels, 19.5:9 ratio (~461 ppi density)"
16034,BATTERY,Protection,Ceramic Shield glass  	Always-On display
16034,BATTERY,Os,"iOS 17, upgradable to iOS 17.2"
16034,BATTERY,Chipset,Apple A17 Pro (3 nm)
16034,BATTERY,CPU,Hexa-core (2x3.78 GHz + 4x2.11 GHz)
16034,BATTERY,GPU,Apple GPU (6-core graphics)
16034,BATTERY,Card Slot,
16034,BATTERY,Internnal,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM, 1TB 8GB RAM  	NVMe"
16034,BATTERY,Features,"Triple	48 MP, f/1.8, 24mm (wide), 1/1.28"", 1.22µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.8, 77mm (telephoto), 1/3.5"", 1.0µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF TOF 3D LiDAR scanner (depth) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
16034,BATTERY,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, Cinematic mode (4K@24/30fps), 3D (spatial) video, stereo sound rec."
16034,BATTERY,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF, OIS SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@24/30fps)"
16034,BATTERY,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
16034,BATTERY,Features,
16034,BATTERY,Loudspeaker,
16034,BATTERY,3.5mm jack,No
16034,BATTERY,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
16034,BATTERY,Bluetooth,"5.3, A2DP, LE"
16034,BATTERY,GPS,"GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS, NavIC"
16034,BATTERY,NFC,
16034,BATTERY,Radio,No
16034,BATTERY,USB,"USB Type-C 3.2 Gen 2, DisplayPort"
16034,BATTERY,Sensors,
16034,BATTERY,Others,
16034,BATTERY,Type,"Li-Ion 3274 mAh, non-removable"
16034,BATTERY,Charging,"Wired, PD2.0, 50% in 30 min (advertised) 15W wireless (MagSafe) 15W wireless (Qi2) - requires iOS 17.2 update 4.5W reverse wired"
16323,Network,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
16323,Network,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
16323,Network,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
16323,Network,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2894, A2896  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2651, A2893  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2895 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2894, A2896  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2651  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79 SA/NSA/Sub6 - A2893  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2895"
16323,Network,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
16323,Network,Dimensions,160.7 x 77.6 x 7.9 mm (6.33 x 3.06 x 0.31 in)
16323,Network,Weight,8.47
16323,Network,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame"
16323,Network,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
16323,Network,Type,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)"
16323,Network,Size,"6.7 inches, 110.2 cm2 (~88.3% screen-to-body ratio)"
16323,Network,Resolution,"1290 x 2796 pixels, 19.5:9 ratio (~460 ppi density)"
16323,Network,Protection,Ceramic Shield glass  	Always-On display
16323,Network,Os,"iOS 16, upgradable to iOS 17.4"
16323,Network,Chipset,
16323,Network,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
16323,Network,GPU,Apple GPU (5-core graphics)
16323,Network,Card Slot,
16323,Network,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM"
16323,Network,Features,"Triple	48 MP, f/1.8, 24mm (wide), 1/1.28"", 1.22µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.8, 77mm (telephoto), 1/3.5"", 1.0µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF TOF 3D LiDAR scanner (depth) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
16323,Network,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, Cinematic mode (4K@24/30fps), stereo sound rec."
16323,Network,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF, OIS SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@24/30fps)"
16323,Network,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
16323,Network,Features,
16323,Network,Loudspeaker,"Yes, with stereo speakers"
16323,Network,3.5mm jack,No
16323,Network,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
16323,Network,Bluetooth,"5.3, A2DP, LE"
16323,Network,GPS,"GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS"
16323,Network,NFC,
16323,Network,Radio,No
16323,Network,USB,"Lightning, USB 2.0"
16323,Network,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
16323,Network,Others,
16323,Network,Type,"Li-Ion 4323 mAh, non-removable (16.68 Wh)"
16323,Network,Charging,"Wired, PD2.0, 50% in 30 min (advertised)"
16323,Body,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
16323,Body,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
16323,Body,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
16323,Body,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2894, A2896  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2651, A2893  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2895 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2894, A2896  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2651  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79 SA/NSA/Sub6 - A2893  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2895"
16323,Body,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
16323,Body,Dimensions,160.7 x 77.6 x 7.9 mm (6.33 x 3.06 x 0.31 in)
16323,Body,Weight,8.47
16323,Body,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame"
16323,Body,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
16323,Body,Type,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)"
16323,Body,Size,"6.7 inches, 110.2 cm2 (~88.3% screen-to-body ratio)"
16323,Body,Resolution,"1290 x 2796 pixels, 19.5:9 ratio (~460 ppi density)"
16323,Body,Protection,Ceramic Shield glass  	Always-On display
16323,Body,Os,"iOS 16, upgradable to iOS 17.4"
16323,Body,Chipset,
16323,Body,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
16323,Body,GPU,Apple GPU (5-core graphics)
16323,Body,Card Slot,
16323,Body,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM"
16323,Body,Features,"Triple	48 MP, f/1.8, 24mm (wide), 1/1.28"", 1.22µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.8, 77mm (telephoto), 1/3.5"", 1.0µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF TOF 3D LiDAR scanner (depth) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
16323,Body,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, Cinematic mode (4K@24/30fps), stereo sound rec."
16323,Body,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF, OIS SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@24/30fps)"
16323,Body,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
16323,Body,Features,
16323,Body,Loudspeaker,"Yes, with stereo speakers"
16323,Body,3.5mm jack,No
16323,Body,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
16323,Body,Bluetooth,"5.3, A2DP, LE"
16323,Body,GPS,"GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS"
16323,Body,NFC,
16323,Body,Radio,No
16323,Body,USB,"Lightning, USB 2.0"
16323,Body,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
16323,Body,Others,
16323,Body,Type,"Li-Ion 4323 mAh, non-removable (16.68 Wh)"
16323,Body,Charging,"Wired, PD2.0, 50% in 30 min (advertised)"
16323,Display,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
16323,Display,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
16323,Display,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
16323,Display,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2894, A2896  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2651, A2893  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2895 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2894, A2896  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2651  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79 SA/NSA/Sub6 - A2893  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2895"
16323,Display,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
16323,Display,Dimensions,160.7 x 77.6 x 7.9 mm (6.33 x 3.06 x 0.31 in)
16323,Display,Weight,8.47
16323,Display,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame"
16323,Display,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
16323,Display,Type,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)"
16323,Display,Size,"6.7 inches, 110.2 cm2 (~88.3% screen-to-body ratio)"
16323,Display,Resolution,"1290 x 2796 pixels, 19.5:9 ratio (~460 ppi density)"
16323,Display,Protection,Ceramic Shield glass  	Always-On display
16323,Display,Os,"iOS 16, upgradable to iOS 17.4"
16323,Display,Chipset,
16323,Display,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
16323,Display,GPU,Apple GPU (5-core graphics)
16323,Display,Card Slot,
16323,Display,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM"
16323,Display,Features,"Triple	48 MP, f/1.8, 24mm (wide), 1/1.28"", 1.22µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.8, 77mm (telephoto), 1/3.5"", 1.0µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF TOF 3D LiDAR scanner (depth) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
16323,Display,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, Cinematic mode (4K@24/30fps), stereo sound rec."
16323,Display,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF, OIS SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@24/30fps)"
16323,Display,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
16323,Display,Features,
16323,Display,Loudspeaker,"Yes, with stereo speakers"
16323,Display,3.5mm jack,No
16323,Display,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
16323,Display,Bluetooth,"5.3, A2DP, LE"
16323,Display,GPS,"GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS"
16323,Display,NFC,
16323,Display,Radio,No
16323,Display,USB,"Lightning, USB 2.0"
16323,Display,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
16323,Display,Others,
16323,Display,Type,"Li-Ion 4323 mAh, non-removable (16.68 Wh)"
16323,Display,Charging,"Wired, PD2.0, 50% in 30 min (advertised)"
16323,Platform,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
16323,Platform,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
16323,Platform,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
16323,Platform,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2894, A2896  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2651, A2893  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2895 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2894, A2896  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2651  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79 SA/NSA/Sub6 - A2893  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2895"
16323,Platform,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
16323,Platform,Dimensions,160.7 x 77.6 x 7.9 mm (6.33 x 3.06 x 0.31 in)
16323,Platform,Weight,8.47
16323,Platform,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame"
16323,Platform,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
16323,Platform,Type,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)"
16323,Platform,Size,"6.7 inches, 110.2 cm2 (~88.3% screen-to-body ratio)"
16323,Platform,Resolution,"1290 x 2796 pixels, 19.5:9 ratio (~460 ppi density)"
16323,Platform,Protection,Ceramic Shield glass  	Always-On display
16323,Platform,Os,"iOS 16, upgradable to iOS 17.4"
16323,Platform,Chipset,
16323,Platform,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
16323,Platform,GPU,Apple GPU (5-core graphics)
16323,Platform,Card Slot,
16323,Platform,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM"
16323,Platform,Features,"Triple	48 MP, f/1.8, 24mm (wide), 1/1.28"", 1.22µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.8, 77mm (telephoto), 1/3.5"", 1.0µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF TOF 3D LiDAR scanner (depth) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
16323,Platform,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, Cinematic mode (4K@24/30fps), stereo sound rec."
16323,Platform,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF, OIS SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@24/30fps)"
16323,Platform,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
16323,Platform,Features,
16323,Platform,Loudspeaker,"Yes, with stereo speakers"
16323,Platform,3.5mm jack,No
16323,Platform,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
16323,Platform,Bluetooth,"5.3, A2DP, LE"
16323,Platform,GPS,"GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS"
16323,Platform,NFC,
16323,Platform,Radio,No
16323,Platform,USB,"Lightning, USB 2.0"
16323,Platform,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
16323,Platform,Others,
16323,Platform,Type,"Li-Ion 4323 mAh, non-removable (16.68 Wh)"
16323,Platform,Charging,"Wired, PD2.0, 50% in 30 min (advertised)"
16323,Memory,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
16323,Memory,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
16323,Memory,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
16323,Memory,4G bands,"4G bands	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2894, A2896  	1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 53, 66, 71 - A2651, A2893  	1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2895 5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2894, A2896  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79, 258, 260, 261 SA/NSA/Sub6/mmWave - A2651  	1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 53, 66, 70, 71, 77, 78, 79 SA/NSA/Sub6 - A2893  	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 70, 77, 78, 79 SA/NSA/Sub6 - A2895"
16323,Memory,Speed,"HSPA, LTE-A, 5G, EV-DO Rev.A 3.1 Mbps"
16323,Memory,Dimensions,160.7 x 77.6 x 7.9 mm (6.33 x 3.06 x 0.31 in)
16323,Memory,Weight,8.47
16323,Memory,Build,"Glass front (Corning-made glass), glass back (Corning-made glass), stainless steel frame"
16323,Memory,Sim,"Nano-SIM and eSIM - International Dual eSIM with multiple numbers - USA Dual SIM (Nano-SIM, dual stand-by) - China  	IP68 dust/water resistant (up to 6m for 30 min) Apple Pay (Visa, MasterCard, AMEX certified)"
16323,Memory,Type,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)"
16323,Memory,Size,"6.7 inches, 110.2 cm2 (~88.3% screen-to-body ratio)"
16323,Memory,Resolution,"1290 x 2796 pixels, 19.5:9 ratio (~460 ppi density)"
16323,Memory,Protection,Ceramic Shield glass  	Always-On display
16323,Memory,Os,"iOS 16, upgradable to iOS 17.4"
16323,Memory,Chipset,
16323,Memory,CPU,Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth)
16323,Memory,GPU,Apple GPU (5-core graphics)
16323,Memory,Card Slot,
16323,Memory,Internnal,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM"
16323,Memory,Features,"Triple	48 MP, f/1.8, 24mm (wide), 1/1.28"", 1.22µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.8, 77mm (telephoto), 1/3.5"", 1.0µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, dual pixel PDAF TOF 3D LiDAR scanner (depth) Features	Dual-LED dual-tone flash, HDR (photo/panorama)"
16323,Memory,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, Cinematic mode (4K@24/30fps), stereo sound rec."
16323,Memory,Features,"Single	12 MP, f/1.9, 23mm (wide), 1/3.6"", PDAF, OIS SL 3D, (depth/biometrics sensor) Features	HDR, Cinematic mode (4K@24/30fps)"
16323,Memory,Video,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS"
16323,Memory,Features,
16323,Memory,Loudspeaker,"Yes, with stereo speakers"
16323,Memory,3.5mm jack,No
16323,Memory,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot"
16323,Memory,Bluetooth,"5.3, A2DP, LE"
16323,Memory,GPS,"GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS"
16323,Memory,NFC,
16323,Memory,Radio,No
16323,Memory,USB,"Lightning, USB 2.0"
16323,Memory,Sensors,"Face ID, accelerometer, gyro, proximity, compass, barometer  	Ultra Wideband (UWB) support Emergency SOS via satellite (SMS sending/receiving)"
16323,Memory,Others,
16323,Memory,Type,"Li-Ion 4323 mAh, non-removable (16.68 Wh)"
16323,Memory,Charging,"Wired, PD2.0, 50% in 30 min (advertised)"
16323,Main Camera,Technology,GSM / CDMA / HSPA / EVDO / LTE / 5G
16323,Main Camera,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)  	CDMA 800 / 1900
16323,Main Camera,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  	CDMA2000 1xEV-DO.
